campaign_id,plan_tier,target_industry,launch_date,emails_sent,bounces,emails_opened,emails_replied,meetings_booked,enrichment_mode,avg_ai_fit_score,knowledge_base_active,credits_spent
340,Basic,Rekruttering,2026-01-21,1749,71,586,70,20,Deep Dive,88,True,5247
341,Basic,SaaS,2025-09-09,2157,99,744,84,16,Deep Dive,96,True,6471
342,Pro,finans,2026-03-08,2405,101,819,49,8,Standard,58,True,2405
343,Enterprise,saas,2025-10-25,1250,43,809,109,27,Deep Dive,85,True,3750
344,Pro,Rekruttering,2025-12-21,1352,107,813,71,17,Deep Dive,85,False,4056
345,Enterprise,saas,2025-05-11,962,27,348,44,5,Standard,77,False,962
346,Pro,SaaS,2025-12-24,1388,20,436,15,2,Deep Dive,93,False,4164
347,Free,Finans,2026-01-28,626,22,278,11,3,Deep Dive,80,False,1878
348,Basic,SaaS,2025-08-22,649,36,365,40,10,Deep Dive,92,True,1947
349,Startup,saas,2025-09-07,547,40,253,15,4,Deep Dive,80,True,1641
350,Basic,Rekruttering,2026-02-14,365,13,132,9,2,Standard,66,True,365
351,Pro,saas,2026-01-23,1295,21,776,42,4,Deep Dive,85,False,3885
352,Free,saas,2025-12-23,966,24,292,21,4,Deep Dive,82,False,2898
353,Enterprise,SaaS,2026-01-18,815,36,351,50,15,Deep Dive,84,False,2445
354,Basic,finans,2026-02-14,2445,169,887,57,17,Deep Dive,91,False,7335
355,Enterprise,SaaS,2025-03-28,1424,113,762,74,13,Standard,52,False,1424
356,Enterprise,Finans,2026-01-16,2046,150,1124,68,10,Standard,64,False,2046
357,Startup,saas,2025-05-07,1981,66,921,84,13,Deep Dive,93,False,5943
358,Basic,Rekruttering,2025-10-28,1360,65,642,91,12,Standard,69,True,1360
359,Basic,SaaS,2025-10-19,1891,130,789,111,N/A,Standard,74,True,1891
360,Basic,Finans,2026-03-13,1858,79,929,129,15,Standard,82,False,1858
361,Pro,SaaS,2026-02-21,2130,168,969,56,11,Standard,71,False,2130
362,Enterprise,saas,2025-09-21,1883,29,1106,54,15,Standard,47,False,1883
363,Startup,Rekruttering,2025-04-29,540,7,241,20,5,Deep Dive,93,True,1620
364,Free,Rekruttering,2026-01-24,2318,100,1417,195,N/A,Standard,57,False,2318
365,Enterprise,Rekruttering,2026-02-16,328,14,199,21,6,Standard,70,False,328
366,Startup,saas,2025-07-29,926,66,496,20,2,Standard,57,False,926
367,Startup,Rekruttering,2026-01-07,1293,100,768,47,N/A,Standard,56,False,1293
368,Basic,Rekruttering,2025-08-05,1840,116,845,69,19,Deep Dive,89,True,5520
369,Pro,finans,2026-01-25,1758,39,576,61,21,Deep Dive,77,True,5274
370,Enterprise,Rekruttering,2026-01-16,1563,105,946,121,26,Deep Dive,94,False,4689
371,Free,Rekruttering,2025-09-24,2236,42,1221,81,N/A,Deep Dive,82,False,6708
372,Enterprise,Finans,2025-07-16,2001,115,662,77,27,Standard,83,False,2001
373,Enterprise,SaaS,2025-07-12,834,58,473,29,8,Standard,56,True,834
374,Startup,finans,2026-01-23,814,21,464,26,9,Deep Dive,83,True,2442
375,Startup,saas,2025-11-22,430,30,218,26,4,Deep Dive,75,False,1290
376,Enterprise,SaaS,2025-10-03,1803,92,696,101,17,Standard,45,False,1803
377,Enterprise,saas,2025-04-21,464,13,143,10,3,Standard,68,True,464
378,Enterprise,finans,2025-05-01,140,5,87,8,2,Deep Dive,89,True,420
379,Free,saas,2025-05-20,1914,82,1056,111,28,Deep Dive,90,False,5742
380,Pro,SaaS,2025-04-23,982,62,493,70,13,Deep Dive,94,False,2946
381,Free,Finans,2025-12-17,1031,64,542,58,13,Standard,54,True,1031
382,Basic,saas,2025-03-16,1916,115,907,113,36,Deep Dive,87,False,5748
383,Startup,saas,2025-08-25,2290,74,901,52,8,Standard,77,True,2290
384,Enterprise,SaaS,2025-08-04,421,21,206,11,2,Standard,83,False,421
385,Basic,SaaS,2025-05-27,2356,184,1139,162,48,Deep Dive,75,False,7068
386,Enterprise,SaaS,2025-10-13,861,33,475,39,8,Deep Dive,94,True,2583
387,Free,Finans,2025-07-29,750,37,425,53,12,Standard,82,False,750
388,Free,Finans,2025-08-09,2102,104,667,96,22,Standard,52,True,2102
389,Basic,saas,2026-02-07,1981,132,863,33,5,Deep Dive,89,True,5943
390,Pro,finans,2025-11-17,745,22,297,22,4,Deep Dive,92,True,2235
391,Pro,Finans,2025-12-09,2419,96,1372,91,16,Deep Dive,83,True,7257
392,Free,SaaS,2026-03-01,1678,103,1025,121,30,Standard,83,True,1678
393,Basic,SaaS,2025-10-03,104,5,44,5,2,Deep Dive,91,True,312
394,Startup,saas,2025-04-13,2372,181,1125,87,17,Deep Dive,83,True,7116
395,Free,saas,2025-03-19,1593,123,504,74,22,Standard,44,False,1593
396,Free,SaaS,2025-10-09,425,9,264,21,5,Deep Dive,89,False,1275
397,Startup,finans,2025-11-13,604,10,249,9,3,Deep Dive,82,True,1812
398,Free,SaaS,2025-11-27,1448,26,786,97,23,Standard,58,False,1448
399,Basic,Rekruttering,2026-03-01,615,48,244,36,6,Deep Dive,95,True,1845
400,Pro,saas,2025-10-17,1273,76,518,33,5,Deep Dive,82,False,3819
401,Startup,SaaS,2026-02-13,582,23,302,44,8,Deep Dive,84,True,1746
402,Basic,finans,2025-12-21,13642,700,8054,1109,364,Deep Dive,83,False,40926
403,Pro,SaaS,2026-01-26,2359,71,750,62,10,Standard,76,False,2359
404,Pro,saas,2025-03-25,328,17,117,16,3,Deep Dive,88,True,984
405,Basic,Rekruttering,2025-07-26,1122,30,357,37,8,Deep Dive,78,True,3366
406,Basic,SaaS,2026-02-04,777,20,254,27,7,Standard,70,True,777
407,Free,SaaS,2026-02-28,2126,69,1302,93,22,Standard,81,True,2126
408,Free,Finans,2025-09-25,1209,86,468,28,8,Standard,49,True,1209
409,Startup,saas,2025-03-17,332,9,119,9,2,Deep Dive,85,True,996
410,Basic,SaaS,2025-12-05,962,16,621,75,13,Deep Dive,85,True,2886
411,Basic,SaaS,2025-07-13,480,20,191,28,3,Standard,40,False,480
412,Enterprise,Rekruttering,2025-03-20,355,13,224,11,2,Standard,70,False,355
413,Enterprise,saas,2025-12-15,1090,70,609,43,10,Deep Dive,94,False,3270
414,Free,saas,2026-02-22,968,59,397,18,2,Deep Dive,82,False,2904
415,Enterprise,saas,2025-04-23,865,13,364,49,11,Standard,73,False,865
416,Startup,finans,2025-07-31,2106,63,828,86,28,Deep Dive,97,False,6318
417,Enterprise,saas,2025-09-15,1655,127,814,96,14,Deep Dive,77,True,4965
418,Free,saas,2026-03-08,1836,86,940,81,18,Standard,58,True,1836
419,Pro,Rekruttering,2025-12-30,1726,97,842,82,N/A,Deep Dive,98,True,5178
420,Enterprise,Rekruttering,2025-12-05,944,75,401,48,15,Standard,66,False,944
421,Free,saas,2025-03-26,933,39,534,74,15,Standard,61,False,933
422,Pro,SaaS,2025-10-30,539,34,239,19,6,Deep Dive,98,True,1617
423,Startup,SaaS,2025-05-24,1270,24,694,71,18,Deep Dive,77,False,3810
424,Startup,Finans,2025-11-22,2309,68,775,106,34,Deep Dive,77,False,6927
425,Startup,SaaS,2025-04-01,345,21,150,7,1,Deep Dive,97,True,1035
426,Free,Finans,2025-12-08,784,11,362,31,7,Deep Dive,96,True,2352
427,Enterprise,Rekruttering,2025-12-14,573,44,184,10,1,Deep Dive,77,False,1719
428,Enterprise,SaaS,2025-10-30,582,33,353,30,N/A,Deep Dive,75,False,1746
429,Free,Rekruttering,2025-11-25,522,14,163,19,5,Deep Dive,94,False,1566
430,Pro,SaaS,2025-06-28,2009,26,1289,149,39,Standard,75,True,2009
431,Startup,finans,2025-05-09,163,9,61,5,1,Deep Dive,98,True,489
432,Startup,finans,2025-05-16,2044,114,1225,81,17,Deep Dive,89,True,6132
433,Enterprise,saas,2025-08-18,766,26,496,44,11,Standard,47,False,766
434,Pro,SaaS,2025-10-09,1445,48,691,30,9,Standard,50,True,1445
435,Basic,SaaS,2025-06-18,1681,116,942,45,7,Deep Dive,81,False,5043
436,Free,Rekruttering,2025-11-26,1037,82,469,51,13,Deep Dive,83,True,3111
437,Enterprise,SaaS,2025-04-06,996,26,552,23,4,Standard,48,True,996
438,Enterprise,finans,2025-10-03,1451,55,464,22,5,Standard,62,True,1451
439,Pro,SaaS,2025-03-23,205,6,90,9,1,Standard,55,True,205
440,Free,SaaS,2025-07-25,515,35,334,31,5,Deep Dive,91,False,1545
441,Free,finans,2025-11-11,1893,86,1005,51,15,Deep Dive,87,True,5679
442,Startup,saas,2025-04-21,129,6,79,10,2,Standard,60,False,129
443,Startup,SaaS,2025-12-10,2182,112,975,35,7,Standard,78,False,2182
444,,Finans,2025-09-16,764,26,451,61,N/A,Deep Dive,98,True,2292
445,Enterprise,saas,2025-05-23,460,35,224,8,2,Standard,46,False,460
446,Basic,Rekruttering,2025-03-19,633,37,358,19,4,Standard,50,True,633
447,Enterprise,Finans,2025-11-14,1919,39,775,82,11,Standard,79,False,1919
448,Startup,Finans,2025-03-21,2457,61,1377,174,21,Standard,75,False,2457
449,Free,Rekruttering,2025-12-18,678,53,398,30,8,Deep Dive,96,False,2034
450,,SaaS,2025-07-19,1010,20,552,46,16,Deep Dive,80,True,3030
451,Free,SaaS,2025-09-04,814,22,374,24,3,Deep Dive,82,True,2442
452,Free,Finans,2025-05-30,2434,66,1314,82,N/A,Deep Dive,80,False,7302
453,Free,Finans,2025-12-19,2057,111,791,97,16,Standard,56,False,2057
454,Basic,SaaS,2026-02-11,109,4,36,5,1,Deep Dive,95,False,327
455,Basic,saas,2025-07-19,1393,74,534,24,5,Deep Dive,75,False,4179
456,Startup,Rekruttering,2025-09-29,1208,56,755,76,24,Standard,56,True,1208
457,Enterprise,Rekruttering,2025-04-28,1456,108,438,31,8,Standard,73,True,1456
458,Pro,Rekruttering,2025-06-28,2498,48,1451,212,73,Deep Dive,89,True,7494
459,Startup,SaaS,2025-04-15,1565,79,573,23,4,Standard,66,False,1565
460,Startup,saas,2025-07-14,12343,781,4477,293,79,Deep Dive,89,True,37029
461,Free,saas,2025-12-22,1256,73,653,96,14,Deep Dive,96,True,3768
462,Enterprise,saas,2025-09-03,2411,38,1185,159,50,Deep Dive,80,True,7233
463,Basic,saas,2026-03-15,223,10,136,9,2,Deep Dive,78,True,669
464,Startup,saas,2025-05-25,2280,163,991,76,17,Standard,79,False,2280
465,Basic,SaaS,2025-05-11,626,33,192,12,3,Standard,79,False,626
466,Startup,Rekruttering,2025-03-25,1301,55,539,29,7,Deep Dive,88,True,3903
467,Free,Finans,2025-04-04,916,61,552,35,7,Standard,62,False,916
468,Pro,saas,2025-06-11,1792,111,857,69,11,Standard,61,True,1792
469,Free,Rekruttering,2025-11-18,1585,24,965,114,20,Deep Dive,82,False,4755
470,Pro,SaaS,2025-05-18,1846,69,720,95,11,Standard,60,True,1846
471,Free,SaaS,2025-09-12,2215,44,886,45,7,Standard,45,False,2215
472,Pro,Rekruttering,2025-07-24,2191,146,1244,98,25,Deep Dive,95,False,6573
473,Pro,finans,2025-09-30,753,46,358,15,4,Deep Dive,79,False,2259
474,,SaaS,2025-08-27,2105,89,1154,137,27,Deep Dive,92,False,6315
475,Free,Rekruttering,2025-04-30,2145,54,866,38,11,Standard,59,False,2145
476,,Rekruttering,2026-01-11,822,28,248,37,13,Standard,46,True,822
477,Pro,finans,2025-11-02,1902,78,874,97,18,Deep Dive,93,False,5706
478,Enterprise,SaaS,2025-09-03,494,30,267,37,10,Standard,53,False,494
479,Basic,Finans,2025-06-16,448,14,228,26,6,Deep Dive,76,False,1344
480,Startup,SaaS,2025-08-27,420,22,199,13,2,Standard,81,False,420
481,Free,SaaS,2025-11-11,991,25,531,36,4,Deep Dive,81,True,2973
482,Free,saas,2025-06-24,906,55,539,60,15,Standard,65,True,906
483,Startup,saas,2026-01-17,1472,50,459,36,10,Deep Dive,92,True,4416
484,Startup,Rekruttering,2025-08-30,1888,67,747,98,15,Deep Dive,88,True,5664
485,Basic,Rekruttering,2025-04-17,765,25,472,33,11,Deep Dive,83,True,2295
486,Pro,saas,2025-11-19,1559,74,834,71,18,Deep Dive,76,True,4677
487,Enterprise,finans,2025-10-15,1533,61,986,68,18,Standard,66,False,1533
488,Startup,SaaS,2025-09-05,1032,13,586,79,25,Standard,48,False,1032
489,Enterprise,Rekruttering,2026-02-24,1881,31,1177,109,18,Standard,67,True,1881
490,Basic,Finans,2025-09-03,2371,64,1391,153,33,Deep Dive,84,False,7113
491,Enterprise,Rekruttering,2025-06-18,240,13,130,14,3,Standard,43,False,240
492,Pro,SaaS,2025-09-17,487,23,290,31,10,Standard,59,False,487
493,Enterprise,saas,2025-10-08,1998,101,1024,38,7,Deep Dive,78,True,5994
494,Startup,finans,2025-12-30,1888,22,828,78,20,Standard,72,True,1888
495,Basic,finans,2025-07-15,723,10,422,36,9,Standard,63,False,723
496,Pro,SaaS,2025-08-22,826,9,321,39,11,Deep Dive,93,True,2478
497,Pro,SaaS,2026-03-04,344,7,174,6,2,Standard,68,True,344
498,Pro,saas,2025-10-21,801,43,444,32,10,Deep Dive,76,False,2403
499,Startup,finans,2025-04-05,219,11,90,10,2,Deep Dive,84,True,657
500,Free,finans,2025-05-01,2389,105,1380,80,12,Standard,45,False,2389
501,Startup,saas,2025-04-21,1316,51,627,70,N/A,Standard,68,True,1316
502,Free,finans,2026-01-19,2397,130,1557,130,31,Deep Dive,85,False,7191
503,,finans,2025-11-16,222,6,89,13,4,Standard,76,False,222
504,Startup,Rekruttering,2025-08-11,1445,115,689,76,17,Deep Dive,89,False,4335
505,Pro,Rekruttering,2025-05-16,903,70,525,69,17,Deep Dive,85,True,2709
506,Enterprise,SaaS,2026-02-21,1350,23,555,68,14,Deep Dive,86,False,4050
507,Basic,SaaS,2025-09-18,2157,100,687,94,19,Standard,45,False,2157
508,Free,saas,2025-11-09,434,32,184,10,2,Standard,69,False,434
509,Pro,Rekruttering,2025-10-21,1991,142,912,107,N/A,Deep Dive,84,True,5973
510,Pro,SaaS,2025-09-29,901,17,455,65,19,Standard,65,True,901
511,Enterprise,saas,2025-10-30,1488,91,557,34,7,Standard,41,True,1488
512,Basic,Rekruttering,2025-06-17,1000,60,519,56,8,Standard,72,True,1000
513,Basic,SaaS,2026-01-12,1769,26,617,22,2,Deep Dive,82,False,5307
514,Pro,finans,2025-05-06,959,37,360,13,4,Deep Dive,98,True,2877
515,Enterprise,Finans,2025-06-11,647,51,294,11,N/A,Deep Dive,78,False,1941
516,Basic,Rekruttering,2025-06-20,804,46,374,16,3,Standard,62,False,804
517,Basic,saas,2025-06-13,209,7,126,10,2,Standard,74,True,209
518,Basic,saas,2026-03-06,203,2,112,15,5,Standard,74,False,203
519,Basic,finans,2025-04-08,753,12,282,19,3,Standard,74,False,753
520,Enterprise,Finans,2025-05-28,14183,265,5641,748,108,Standard,43,True,14183
521,Enterprise,Rekruttering,2025-06-11,2426,184,1111,151,44,Deep Dive,94,True,7278
522,Free,SaaS,2025-09-03,871,16,483,72,22,Standard,75,True,871
523,Pro,finans,2025-05-13,722,32,259,11,3,Standard,77,True,722
524,Free,saas,2025-10-02,330,11,120,10,2,Deep Dive,93,False,990
525,Startup,Rekruttering,2025-10-07,2393,93,1369,187,43,Deep Dive,94,False,7179
526,Enterprise,finans,2025-08-06,1319,35,577,42,10,Deep Dive,94,True,3957
527,Free,saas,2025-07-29,682,11,435,20,7,Deep Dive,78,False,2046
528,Free,finans,2025-08-20,2352,86,1074,65,15,Deep Dive,80,False,7056
529,Enterprise,SaaS,2025-09-01,1280,75,487,56,16,Standard,56,True,1280
530,Free,SaaS,2025-05-01,1573,43,932,92,25,Deep Dive,81,False,4719
531,Free,saas,2025-08-05,2385,87,870,79,12,Standard,40,True,2385
532,Pro,Finans,2025-06-29,602,22,246,19,6,Deep Dive,84,False,1806
533,Enterprise,Finans,2025-09-06,153,11,95,11,2,Standard,76,True,153
534,Free,Rekruttering,2025-10-09,2371,85,968,47,8,Standard,64,False,2371
535,Pro,saas,2025-05-20,2203,90,1364,157,18,Standard,50,True,2203
536,Startup,Finans,2025-08-21,2315,26,757,97,32,Deep Dive,79,True,6945
537,Basic,SaaS,2025-06-19,1147,30,494,24,6,Deep Dive,80,True,3441
538,Basic,Rekruttering,2026-01-08,1621,107,918,72,24,Deep Dive,86,False,4863
539,Free,saas,2025-05-07,2341,159,839,73,8,Standard,83,True,2341
540,Free,SaaS,2025-11-23,990,70,401,55,14,Deep Dive,95,False,2970
541,Free,Rekruttering,2025-11-22,1825,137,870,102,19,Standard,76,False,1825
542,Enterprise,finans,2025-04-24,1558,97,525,75,22,Deep Dive,95,False,4674
543,Enterprise,saas,2026-02-06,1694,61,824,85,10,Standard,71,True,1694
544,Startup,finans,2025-07-09,339,10,180,20,2,Standard,46,False,339
545,Basic,Finans,2025-07-19,2300,163,1257,171,N/A,Standard,73,True,2300
546,Basic,finans,2025-09-11,1094,71,495,50,7,Deep Dive,96,False,3282
547,Free,saas,2025-05-18,1563,40,997,81,12,Deep Dive,86,True,4689
548,Pro,SaaS,2025-09-19,490,38,245,24,6,Deep Dive,98,False,1470
549,Startup,finans,2025-09-12,219,13,110,6,1,Deep Dive,80,True,657
550,Pro,finans,2025-11-01,1344,41,441,59,8,Standard,47,True,1344
551,Startup,finans,2026-02-09,1325,36,844,108,18,Deep Dive,97,True,3975
552,Startup,SaaS,2025-05-22,1323,61,723,32,6,Deep Dive,97,True,3969
553,Basic,Finans,2025-08-28,1749,137,1007,58,16,Standard,71,False,1749
554,Pro,SaaS,2025-07-29,1168,79,581,72,23,Deep Dive,98,False,3504
555,Basic,SaaS,2025-08-31,1749,84,598,65,15,Deep Dive,83,False,5247
556,Pro,finans,2025-04-19,408,24,212,14,2,Deep Dive,76,False,1224
557,Basic,finans,2025-07-18,1857,34,1047,49,8,Standard,42,True,1857
558,Free,Rekruttering,2025-09-02,739,21,242,16,2,Standard,63,False,739
559,Pro,SaaS,2025-12-27,12873,398,5931,306,90,Deep Dive,95,False,38619
560,Free,Rekruttering,2025-07-07,174,3,100,8,2,Standard,62,False,174
561,Free,SaaS,2025-10-04,704,9,218,18,5,Deep Dive,96,True,2112
562,Enterprise,saas,2025-07-06,1308,78,468,38,13,Deep Dive,88,False,3924
563,Basic,SaaS,2025-05-16,999,12,566,69,N/A,Standard,47,True,999
564,Pro,SaaS,2026-03-13,2458,33,1305,140,47,Deep Dive,78,True,7374
565,Basic,Rekruttering,2025-06-16,570,15,193,19,6,Deep Dive,75,True,1710
566,Startup,SaaS,2025-11-08,1902,96,847,65,N/A,Deep Dive,92,False,5706
567,,SaaS,2025-07-30,10032,469,5716,383,124,Deep Dive,91,False,30096
568,Basic,SaaS,2025-06-06,1518,83,932,90,12,Standard,70,False,1518
569,Pro,saas,2025-04-15,1477,39,536,28,4,Deep Dive,97,False,4431
570,Free,Rekruttering,2025-12-20,353,18,196,18,4,Deep Dive,97,False,1059
571,Free,Rekruttering,2025-09-08,1626,29,948,111,23,Standard,58,True,1626
572,,saas,2025-11-17,493,10,234,27,7,Standard,57,False,493
573,Basic,SaaS,2025-06-03,1224,17,718,52,6,Standard,64,False,1224
574,Free,Rekruttering,2025-09-29,1736,37,1111,150,17,Standard,57,False,1736
575,Basic,SaaS,2025-10-07,1030,32,414,34,6,Deep Dive,91,True,3090
576,Enterprise,Finans,2025-04-20,1777,131,943,139,29,Standard,48,True,1777
577,Enterprise,Finans,2025-10-27,946,17,368,20,2,Deep Dive,92,False,2838
578,Basic,SaaS,2025-12-17,1553,99,682,70,18,Deep Dive,91,True,4659
579,Pro,Finans,2025-05-13,2031,157,646,41,7,Deep Dive,79,True,6093
580,Basic,SaaS,2025-07-07,120,9,44,3,1,Standard,68,True,120
581,,SaaS,2025-09-10,2323,162,850,39,11,Deep Dive,94,False,6969
582,,SaaS,2026-01-13,1658,53,963,35,4,Standard,53,True,1658
583,Basic,Finans,2025-06-10,1136,42,665,74,10,Deep Dive,80,True,3408
584,Free,SaaS,2025-04-22,1231,93,670,67,N/A,Deep Dive,86,True,3693
585,Basic,saas,2025-10-06,510,19,314,40,13,Standard,45,False,510
586,Basic,finans,2025-09-13,1619,66,815,113,19,Standard,69,True,1619
587,Pro,Rekruttering,2025-03-29,1308,29,839,30,7,Deep Dive,75,False,3924
588,Basic,SaaS,2025-11-23,291,13,155,11,2,Standard,54,False,291
589,Startup,saas,2025-06-05,351,10,210,22,3,Deep Dive,90,False,1053
590,Free,SaaS,2025-06-11,2249,92,1167,61,17,Deep Dive,90,False,6747
591,Enterprise,Finans,2025-12-01,2394,45,1469,107,25,Deep Dive,92,False,7182
592,Basic,saas,2025-04-16,1554,123,596,34,8,Standard,51,False,1554
593,Free,Rekruttering,2026-01-02,182,8,117,17,4,Deep Dive,84,False,546
594,Startup,SaaS,2025-09-02,1721,110,690,88,N/A,Standard,61,True,1721
595,Startup,finans,2026-02-19,2168,75,1028,77,10,Standard,83,False,2168
596,Startup,saas,2025-12-18,1928,72,1147,165,40,Deep Dive,80,False,5784
597,Pro,SaaS,2025-10-16,451,13,183,11,2,Standard,44,True,451
598,Enterprise,SaaS,2025-03-30,2088,131,644,94,23,Standard,40,True,2088
599,Startup,saas,2025-08-07,1435,98,757,111,16,Standard,54,False,1435
600,Enterprise,Finans,2025-04-17,1050,17,639,30,6,Standard,62,True,1050
601,Enterprise,SaaS,2025-05-25,1857,43,650,34,11,Standard,74,False,1857
602,Free,finans,2025-05-08,1751,85,568,30,6,Standard,48,True,1751
603,Enterprise,saas,2025-09-25,1427,77,910,55,13,Deep Dive,81,False,4281
604,Pro,Finans,2025-11-17,2486,93,1016,137,42,Standard,76,True,2486
605,Startup,Rekruttering,2025-09-10,554,41,262,18,2,Standard,62,False,554
606,Free,Rekruttering,2025-08-06,1172,80,622,27,5,Standard,68,True,1172
607,,SaaS,2025-10-10,1457,56,525,41,5,Standard,41,False,1457
608,,finans,2025-07-17,926,24,376,31,8,Deep Dive,85,False,2778
609,Startup,Finans,2025-07-20,1604,56,832,97,12,Standard,45,True,1604
610,Basic,finans,2025-08-04,2269,45,988,98,23,Deep Dive,87,False,6807
611,Basic,Finans,2025-09-19,1002,74,504,66,N/A,Deep Dive,79,False,3006
612,Enterprise,finans,2025-04-18,1749,139,700,83,27,Standard,41,False,1749
613,Basic,Finans,2025-09-04,834,35,433,59,13,Deep Dive,92,True,2502
614,Pro,Rekruttering,2025-08-19,1490,116,839,55,15,Standard,42,False,1490
615,Enterprise,SaaS,2026-03-06,300,22,192,18,6,Standard,80,True,300
616,Pro,Finans,2025-05-27,1453,29,488,51,12,Standard,84,False,1453
617,Free,Finans,2025-10-17,1438,24,501,58,7,Deep Dive,86,False,4314
618,Basic,saas,2025-09-04,2323,173,1389,92,19,Standard,66,False,2323
619,Basic,finans,2025-12-10,1202,34,608,71,7,Deep Dive,91,False,3606
620,Free,finans,2026-01-23,2047,143,950,90,13,Standard,49,False,2047
621,,SaaS,2025-09-30,1343,83,798,35,9,Deep Dive,97,False,4029
622,Free,SaaS,2025-03-21,1944,101,817,35,5,Deep Dive,79,True,5832
623,Basic,SaaS,2025-12-02,1664,60,819,69,15,Deep Dive,76,False,4992
624,Enterprise,Rekruttering,2025-05-31,682,24,421,55,11,Standard,66,False,682
625,Enterprise,SaaS,2025-09-26,1916,99,1245,139,32,Deep Dive,78,True,5748
626,Enterprise,saas,2025-04-25,709,45,396,55,19,Standard,68,True,709
627,Free,SaaS,2026-03-09,1148,49,529,55,16,Deep Dive,80,False,3444
628,Basic,finans,2025-05-07,459,16,187,27,5,Standard,64,True,459
629,Free,Finans,2025-04-04,525,42,293,9,1,Standard,83,True,525
630,Enterprise,Rekruttering,2025-03-28,553,37,295,17,4,Standard,52,True,553
631,Free,SaaS,2025-08-21,618,40,192,22,3,Deep Dive,90,False,1854
632,Startup,saas,2025-04-18,2139,37,1307,180,24,Standard,44,False,2139
633,Startup,Finans,2025-06-13,828,43,315,29,6,Deep Dive,92,False,2484
634,Startup,Rekruttering,2025-08-26,1839,80,1127,66,22,Deep Dive,79,True,5517
635,Startup,Finans,2025-09-07,401,26,152,7,1,Standard,77,True,401
636,Basic,saas,2025-08-15,2048,115,843,85,18,Standard,44,True,2048
637,Enterprise,Rekruttering,2026-01-31,14415,431,4516,493,137,Deep Dive,91,True,43245
638,Enterprise,saas,2026-01-09,2149,32,1224,141,20,Deep Dive,96,True,6447
639,Startup,finans,2025-06-21,764,8,316,19,6,Standard,57,True,764
640,Basic,SaaS,2025-07-20,1150,83,639,63,19,Deep Dive,88,True,3450
641,Free,saas,2025-10-05,714,26,292,33,4,Deep Dive,92,False,2142
642,Enterprise,finans,2025-09-04,419,31,189,28,N/A,Standard,44,False,419
643,Enterprise,SaaS,2025-08-06,1452,48,730,59,8,Deep Dive,97,True,4356
644,Free,SaaS,2025-11-12,735,33,272,17,3,Deep Dive,85,False,2205
645,,Finans,2025-05-02,2357,145,1389,170,38,Standard,42,True,2357
646,Basic,SaaS,2025-08-08,2175,28,739,99,23,Deep Dive,82,False,6525
647,Enterprise,saas,2026-02-02,2189,101,902,91,19,Deep Dive,95,False,6567
648,Startup,saas,2025-09-05,905,20,295,11,2,Standard,79,True,905
649,Pro,SaaS,2026-02-11,2312,81,1072,50,N/A,Deep Dive,78,True,6936
650,,SaaS,2025-09-29,2213,130,1243,114,32,Deep Dive,87,False,6639
651,Basic,SaaS,2025-12-20,851,23,332,23,7,Standard,58,False,851
652,Startup,saas,2025-06-05,1802,61,721,40,13,Deep Dive,88,False,5406
653,Pro,SaaS,2025-10-11,2222,114,1041,62,13,Deep Dive,81,False,6666
654,Basic,SaaS,2025-12-26,2037,129,1049,62,12,Standard,44,True,2037
655,Startup,saas,2026-02-27,2106,153,1264,147,30,Standard,82,True,2106
656,Pro,Finans,2025-11-05,678,16,310,20,4,Deep Dive,81,False,2034
657,Basic,saas,2025-12-27,747,33,294,42,8,Deep Dive,75,True,2241
658,Pro,SaaS,2026-02-22,1363,65,682,84,27,Deep Dive,75,False,4089
659,Basic,SaaS,2026-01-27,439,23,164,7,2,Deep Dive,84,False,1317
660,Enterprise,SaaS,2025-11-16,203,5,88,5,1,Standard,78,True,203
661,Startup,SaaS,2025-12-18,1840,100,799,29,8,Deep Dive,79,False,5520
662,Pro,SaaS,2025-04-01,862,66,401,49,10,Deep Dive,82,False,2586
663,Basic,SaaS,2025-10-13,2429,101,975,144,36,Standard,65,False,2429
664,Pro,finans,2025-08-25,2143,52,1022,95,32,Standard,73,True,2143
665,Enterprise,SaaS,2025-06-03,573,25,241,19,4,Deep Dive,96,False,1719
666,Free,Finans,2025-08-10,525,14,162,23,7,Deep Dive,87,False,1575
667,Startup,Finans,2026-01-11,2323,149,970,65,12,Deep Dive,87,True,6969
668,Enterprise,finans,2025-06-12,1132,54,452,33,3,Standard,49,False,1132
669,Pro,Finans,2025-10-08,1831,137,908,76,17,Deep Dive,90,True,5493
670,Pro,saas,2025-06-18,373,16,180,14,4,Standard,61,True,373
671,Enterprise,saas,2025-03-20,1088,15,424,48,6,Standard,54,False,1088
672,Enterprise,SaaS,2026-01-27,1842,27,750,104,16,Deep Dive,88,False,5526
673,Free,finans,2025-06-18,2089,75,852,52,9,Standard,45,True,2089
674,Pro,Finans,2025-06-29,861,59,397,40,9,Deep Dive,87,True,2583
675,Enterprise,Finans,2025-07-24,189,4,80,11,2,Standard,49,False,189
676,Free,SaaS,2025-08-03,1962,38,966,112,23,Deep Dive,93,False,5886
677,Pro,Rekruttering,2025-10-30,425,7,243,17,4,Deep Dive,77,True,1275
678,Startup,Rekruttering,2025-05-12,1324,91,815,72,23,Standard,60,False,1324
679,Free,Rekruttering,2026-01-25,1538,89,554,76,14,Deep Dive,83,True,4614
